Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
38002044,On- vs. Off-Pump CABG in Heart Failure Patients with Reduced Ejection Fraction ,OBJECTIVE: This study aimed to compare postoperative outcomes and 30-day ,cabg heart failur patient reduc eject fraction,object studi aim compar postop outcom,2023-11-14,False,True,True,False,False,False,False,False
38002038,Insights into the Interaction of Heart Failure with Preserved Ejection Fraction ,Heart failure with preserved ejection fraction (HFpEF) is emerging as a ,insight interact heart failur preserv eject fraction,heart failur preserv eject fraction hfpef emerg,2023-11-13,False,True,True,False,False,False,False,False
38001975,Low Plasma Levels of Soluble Endoglin and Cardiovascular Events in Patients ,TGF-beta is recognized as playing a protective role against atherosclerosis. ,low plasma level solubl endoglin cardiovascular event patient,recogn play protect role atherosclerosi,2023-11-04,False,True,False,False,False,False,False,False
38001961,Clinical Applicability of Tissue Polypeptide Antigen and CA-125 in Gynecological ,BACKGROUND: Nowadays there still is no sufficient screening tool for ovarian and ,clinic applic tissu polypeptid antigen gynecolog,background nowaday still suffici screen tool ovarian,2023-11-02,False,True,False,False,False,False,False,True
38001929,The Negative Impact of Insulin Resistance/Hyperinsulinemia on Chronic Heart ,This opinion article highlights the potential alterations caused by insulin ,neg impact insulin chronic heart,opinion articl highlight potenti alter caus insulin,2023-10-30,False,True,True,False,False,False,False,False
38001879,HIF-2alpha Controls Expression and Intracellular Trafficking of the alpha2-Subunit of ,"The Na,K-ATPase (NKA) pump plays essential roles for optimal function of the ",control express intracellular traffick,na nka pump play essenti role optim function,2023-10-24,False,True,False,False,False,False,False,False
38001878,The Antioxidative Effects of Flavones in Hypertensive Disease.,Hypertension is the leading remediable risk factor for cardiovascular morbidity ,antioxid effect flavon hypertens diseas,hypertens lead remedi risk factor cardiovascular morbid,2023-10-24,False,True,False,False,False,False,False,False
38001695,Robotic Stereotactic Radiotherapy for Intracranial Meningiomas-An Opportunity for ,"OBJECTIVE: To evaluate the possibility of dose de-escalation, with consideration ",robot stereotact radiotherapi intracrani opportun,object evalu possibl dose consider,2023-11-16,False,True,True,False,False,False,False,True
38001689,C-Reactive Protein as an Early Predictor of Efficacy in Advanced Non-Small-Cell ,"In oncology, longitudinal biomarkers reflecting the patient's status and disease ",protein earli predictor efficaci advanc,oncolog longitudin biomark reflect patient statu diseas,2023-11-15,True,True,True,False,False,False,False,False
38001617,Current Data and Future Perspectives on Patients with Atrial Fibrillation and ,Atrial fibrillation (AF) is an increasingly recognized comorbidity in patients ,current data futur perspect patient atrial fibril,atrial fibril af increasingli recogn comorbid patient,2023-11-10,False,True,True,False,False,False,False,False
38001553,Development and validation of a nomogram for predicting in-hospital mortality in ,"BACKGROUND: The incidence of nonhip femoral fractures is gradually increasing, ",develop valid nomogram predict mortal,background incid nonhip femor fractur gradual increas,2023-11-24,False,True,False,False,False,False,False,False
38001416,Estimated cardiorespiratory fitness and incident risk of cardiovascular disease ,BACKGROUND: Limited evidence is available on the association between estimated ,estim cardiorespiratori fit incid risk cardiovascular diseas,background limit evid avail associ estim,2023-11-24,False,True,False,False,True,False,False,False
38001239,IL-1beta-mediated adaptive reprogramming of endogenous human cardiac fibroblasts to ,The source and roles of fibroblasts and T-cells during maladaptive remodeling and ,adapt reprogram endogen human cardiac fibroblast,sourc role fibroblast maladapt remodel,2023-11-25,False,True,False,False,False,False,False,False
38001231,Coronary microvascular obstruction and dysfunction in patients with acute ,Despite prompt epicardial recanalization in patients presenting with ST-segment ,coronari microvascular obstruct dysfunct patient acut,despit prompt epicardi recan patient present,2023-11-24,False,True,True,False,False,False,False,False
38001154,An explainable machine learning-based phenomapping strategy for adaptive ,Randomized clinical trials (RCT) represent the cornerstone of evidence-based ,explain machin phenomap strategi adapt,random clinic trial rct repres cornerston,2023-11-25,True,True,True,False,True,True,False,True
38001151,Prospective association of occupational and leisure-time physical activity with ,Orthostatic hypotension (OH) is common in older people. We examined the influence ,prospect associ occup physic activ,orthostat hypotens oh common older peopl examin influenc,2023-11-24,False,True,False,False,False,False,False,False
38001148,Discovery of a novel cardiac-specific myosin modulator using artificial ,Direct modulation of cardiac myosin function has emerged as a therapeutic target ,discoveri novel myosin modul use artifici,direct modul cardiac myosin function emerg therapeut target,2023-11-24,False,True,False,False,False,False,False,False
38001050,Agreement between high-sensitivity cardiac troponin assays and non-invasive ,BACKGROUND: Quality-of-care and safety of patients with suspected acute coronary ,agreement cardiac troponin assay,background safeti patient suspect acut coronari,2023-11-24,False,True,False,False,False,False,False,False
38000999,Optimal serum 25-hydroxyvitamin D level to prevent sarcopenia in patients with ,BACKGROUND AND AIMS: Low serum 25-hydroxyvitamin D (25 [OH]D) levels have been ,optim serum level prevent sarcopenia patient,background aim low serum 25 oh level,2023-10-10,False,True,False,False,False,False,False,False
38000998,Association between updated cardiovascular health construct and risks of ,BACKGROUND AND AIMS: The American Heart Association (AHA) updated the construct ,associ updat cardiovascular health construct risk,background aim american heart associ aha updat construct,2023-09-24,False,True,False,False,False,False,False,False
38000997,Elevated circulating follistatin associates with increased risk of mortality and ,BACKGROUND AND AIMS: Previous study showed that elevated circulating hepatokine ,elev circul follistatin associ increas risk mortal,background aim previou studi show elev circul hepatokin,2023-09-19,False,True,False,False,False,False,False,True
38000994,Association of body mass index with 30-day all-cause mortality in cardiogenic ,BACKGROUND AND AIMS: This study investigates the prognostic impact of body mass ,associ bodi mass index mortal cardiogen,background aim studi investig prognost impact bodi mass,2023-09-23,False,True,False,False,False,False,False,False
38000974,Corrigendum to 'Syncope in hypertrophic cardiomyopathy (part II): An expert ,,corrigendum hypertroph cardiomyopathi part ii expert,,2023-11-23,False,True,False,False,False,False,False,True
38000943,Association between weekend catch-up sleep and cardiovascular disease: Evidence ,OBJECTIVES: This study aimed to investigate the relationship between the weekend ,associ weekend sleep cardiovascular diseas evid,object studi aim investig relationship weekend,2023-11-23,False,True,False,False,False,False,False,False
38000920,Relation between high-sensitivity troponin I serum levels and myocardial ischemia ,BACKGROUND: Previous studies showed that exercise may increase cardiac troponin ,relat troponin serum level myocardi ischemia,background previou studi show exercis may increas cardiac troponin,2023-11-23,False,True,False,False,False,False,False,False
38000899,Prognostic value of growth differentiation factor-15 3 months after an acute ,OBJECTIVE: Growth differentiation factor-15 (GDF-15) is a predictor of death and ,prognost valu growth differenti 3 month acut,object growth differenti predictor death,2023-11-24,False,True,False,False,False,False,False,False
38000893,Extraction Outcomes of Implantable Cardioverter-Defibrillator Leads Vary by ,AIMS: Transvenous lead extraction (TLE) of implantable cardioverter-defibrillator ,extract outcom implant lead vari,aim transven lead extract tle implant,2023-11-24,False,True,False,False,False,False,False,False
38000880,Tobacco control in China.,"Chinese men consume around 40% of the world's cigarettes, causing a substantial ",tobacco control china,chines men consum around 40 world cigarett caus substanti,,False,True,False,False,True,False,False,False
38000772,Cardiac ischemic preconditioning promotes cMyBP-C phosphorylation by inhibiting ,Ischemic preconditioning (IPC) has been considered as the most important mean to ,cardiac ischem precondit promot phosphoryl inhibit,ischem precondit ipc consid import mean,2023-11-22,False,True,True,False,True,False,False,False
38000727,Molecular mechanisms underlying NLRP3 inflammasome activation and IL-1beta ,Exposure to air pollution fine particulate matter (PM(2.5)) aggravates ,molecular mechan underli nlrp3 inflammasom activ,exposur air pollut fine particul matter pm aggrav,2023-11-22,False,True,False,False,False,False,False,False
38000684,Prognostic Significance of Elevated Left Ventricular Filling Pressures with ,BACKGROUND: Exercise echocardiography can assess for cardiovascular causes of ,prognost signific elev left ventricular fill pressur,background exercis echocardiographi assess cardiovascular caus,2023-11-22,False,True,False,True,False,False,False,False
38000627,"Incidence, predictors, and prognostic significance of impaired functional status ",INTRODUCTION AND OBJECTIVES: There are scarce data on the factors associated with ,incid predictor prognost signific impair function statu,introduct object scarc data factor associ,2023-11-22,False,True,True,False,True,False,False,False
38000586,Sirtuins in macrophage immune metabolism: A novel target for cardiovascular ,"Sirtuins (SIRT1-SIRT7), as a family of NAD + -dependent protein modifying ",sirtuin macrophag immun metabol novel target cardiovascular,sirtuin famili nad protein modifi,2023-11-22,True,True,False,False,False,False,False,False
